Shipping_Country,Shipping_State,Shipping_City,City_Join_Key,State_Join_Key,order_weight,revenue_weight,level
US,Texas,Austin,austin,texas,0.00044176115446915035,0.0003544162462685859,country
US,Texas,Dallas,dallas,texas,0.00039267658175035585,0.00035436746518588977,country
US,California,San Francisco,san francisco,california,0.00044176115446915035,0.0003508877479535658,country
US,Maine,Bangor,bangor,maine,0.0002945074363127669,0.0003448117930977478,country
US,Alaska,Cordova,cordova,alaska,0.00019633829087517792,0.00034263290473732065,country
US,Montana,Great Falls,great falls,montana,0.00039267658175035585,0.0003403130932491047,country
CA,Nova Scotia,Halifax,halifax,nova scotia,0.011058451816745656,0.01201717118995899,country
US,New Mexico,Tijeras,tijeras,new mexico,0.0002945074363127669,0.0003334783215513468,country
CA,Alberta,Calgary,calgary,alberta,0.01263823064770932,0.011433315240935575,country
US,North Dakota,Bismarck,bismarck,north dakota,0.0002945074363127669,0.00031995512140391955,country
US,Ohio,Dayton,dayton,ohio,0.00019633829087517792,0.0003077381702486887,country
US,Florida,Boca Raton,boca raton,florida,0.00019633829087517792,0.0003061988560836107,country
US,North Dakota,Dickinson,dickinson,north dakota,0.0002454228635939724,0.00030551592092586494,country
US,Oregon,Portland,portland,oregon,0.0003435920090315614,0.0003052286545499877,country
US,West Virginia,Hurricane,hurricane,west virginia,0.0003435920090315614,0.000301770617798862,country
CA,British Columbia,Surrey,surrey,british columbia,0.009478672985781991,0.010723506885333934,country
UK,England,Sheffield,sheffield,england,0.021645021645021644,0.033971985778713354,country
US,Texas,San Antonio,san antonio,texas,0.0002454228635939724,0.0002980740957545553,country
US,Montana,Missoula,missoula,montana,0.0003435920090315614,0.00029723939722842147,country
US,Georgia,Marietta,marietta,georgia,4.908457271879448e-05,0.0002920794427032308,country
US,Nebraska,Bellevue,bellevue,nebraska,0.0003435920090315614,0.0002851958899227768,country
US,Ohio,Cincinnati,cincinnati,ohio,0.0003435920090315614,0.00027880556808958375,country
US,Vermont,Essex Junction,essex junction,vermont,0.0003435920090315614,0.00027875678700688757,country
US,California,Los Angeles,los angeles,california,0.0003435920090315614,0.0002730602405720395,country
US,Maine,Eliot,eliot,maine,0.0002945074363127669,0.0002701442158508708,country
CA,Ontario,Guelph,guelph,ontario,0.009478672985781991,0.009529562939362694,country
US,Kentucky,Middlesboro,middlesboro,kentucky,0.0006380994453443283,0.0002639923793108588,country
US,Nevada,Carson City,carson city,nevada,0.0002945074363127669,0.0002569624832823164,country
CA,Ontario,Kingston,kingston,ontario,0.007898894154818325,0.009080339118657197,country
US,California,San Jose,san jose,california,0.0003435920090315614,0.00024655585230714194,country
UK,Scotland,Glasgow,glasgow,scotland,0.021645021645021644,0.027821462883298554,country
US,Nevada,North Las Vegas,north las vegas,nevada,0.0002945074363127669,0.00024387831287915436,country
US,Vermont,Hyde Park,hyde park,vermont,0.0003435920090315614,0.0002384961334216813,country
US,Florida,Orlando,orlando,florida,0.0002454228635939724,0.00023231177615987188,country
US,Hawaii,Honolulu,honolulu,hawaii,0.0002945074363127669,0.00022263686142513932,country
