Shipping_Country,Shipping_State,Shipping_City,City_Join_Key,State_Join_Key,order_weight,revenue_weight,level
US,New York,New York,new york,new york,0.5815415150512736,0.5921884672770786,state
US,New York,Brooklyn,brooklyn,new york,0.299702282500827,0.2957064806137977,state
US,Illinois,Chicago,chicago,illinois,0.7932242990654206,0.767627530437596,state
US,Texas,Houston,houston,texas,0.3593947036569987,0.3669048540758738,state
US,Florida,Miami,miami,florida,0.4380952380952381,0.4535597024260604,state
US,California,San Francisco,san francisco,california,0.3008048289738431,0.31582003922477625,state
US,California,Los Angeles,los angeles,california,0.3028169014084507,0.3073935580571125,state
US,District of Columbia,Washington,washington,district of columbia,1.0,1.0,state
US,Washington,Seattle,seattle,washington,0.6395348837209303,0.6331121502865352,state
US,Texas,Austin,austin,texas,0.22131147540983606,0.2104340333485752,state
US,Texas,Dallas,dallas,texas,0.20365699873896595,0.20401069489197532,state
US,California,San Diego,san diego,california,0.16448692152917505,0.15791713555847267,state
US,Georgia,Atlanta,atlanta,georgia,0.47619047619047616,0.4674909852021954,state
US,Pennsylvania,Philadelphia,philadelphia,pennsylvania,0.47920433996383366,0.47088046731702765,state
US,North Carolina,Charlotte,charlotte,north carolina,0.4181184668989547,0.41581144612063714,state
US,Oregon,Portland,portland,oregon,0.6379746835443038,0.6396121648714345,state
US,Massachusetts,Boston,boston,massachusetts,0.2481520591341077,0.38393971214798917,state
US,California,San Jose,san jose,california,0.1312877263581489,0.12289869414883077,state
US,Florida,Orlando,orlando,florida,0.1670995670995671,0.16646763178794957,state
US,Massachusetts,Reading,reading,massachusetts,0.5417106652587117,0.36720762840955146,state
US,Virginia,Alexandria,alexandria,virginia,0.3076923076923077,0.31013465708407767,state
US,Hawaii,Honolulu,honolulu,hawaii,0.6068702290076335,0.6217977528089887,state
US,Florida,Naples,naples,florida,0.12727272727272726,0.13281622616650826,state
US,Texas,San Antonio,san antonio,texas,0.10781841109709962,0.10272139684313523,state
US,Ohio,Cincinnati,cincinnati,ohio,0.34793187347931875,0.37572156924701083,state
US,Tennessee,Nashville,nashville,tennessee,0.37906976744186044,0.3584597921958831,state
US,Florida,Tampa,tampa,florida,0.12294372294372294,0.1197292918930612,state
US,Pennsylvania,Pittsburgh,pittsburgh,pennsylvania,0.3092224231464738,0.29497729956956353,state
US,North Carolina,Raleigh,raleigh,north carolina,0.26306620209059234,0.26775613988079067,state
US,California,Oakland,oakland,california,0.08651911468812877,0.08404010391082789,state
US,Texas,Fort Worth,fort worth,texas,0.07629255989911728,0.08569622815492461,state
US,Ohio,Columbus,columbus,ohio,0.3357664233576642,0.3169408182785704,state
US,Virginia,Arlington,arlington,virginia,0.24615384615384617,0.22423365788324398,state
US,New Jersey,Jersey City,jersey city,new jersey,0.42329545454545453,0.4101346453090445,state
US,Nevada,Las Vegas,las vegas,nevada,0.3655913978494624,0.5492681536303302,state
US,Florida,Boca Raton,boca raton,florida,0.11082251082251082,0.0998954628289206,state
US,Colorado,Denver,denver,colorado,0.425,0.4332960808578609,state
US,Georgia,Marietta,marietta,georgia,0.21245421245421245,0.21081999809354451,state
US,Minnesota,Minneapolis,minneapolis,minnesota,0.5444444444444444,0.49145352934137576,state
US,Kentucky,Louisville,louisville,kentucky,0.45228215767634855,0.4846689772401157,state
US,Missouri,Saint Louis,saint louis,missouri,0.4482758620689655,0.4249983096888635,state
US,New York,Staten Island,staten island,new york,0.037049288785974195,0.03806427401672577,state
US,Indiana,Indianapolis,indianapolis,indiana,0.3857677902621723,0.39284583704223763,state
US,Virginia,Virginia Beach,virginia beach,virginia,0.16615384615384615,0.17284383069339998,state
US,Virginia,Richmond,richmond,virginia,0.15538461538461537,0.17125834316379576,state
UK,England,London,london,england,0.8140703517587939,0.7095385705560399,state
US,New York,Bronx,bronx,new york,0.03903407211379424,0.03449341078855008,state
US,Oklahoma,Tulsa,tulsa,oklahoma,0.2830188679245283,0.35063177597805745,state
US,Arizona,Phoenix,phoenix,arizona,0.276536312849162,0.29323745047866356,state
CA,Ontario,Toronto,toronto,ontario,0.502127659574468,0.4715342259945635,state
US,Connecticut,Greenwich,greenwich,connecticut,0.23943661971830985,0.40035403127171426,state
US,Louisiana,Baton Rouge,baton rouge,louisiana,0.2873134328358209,0.2930123605449563,state
US,Tennessee,Knoxville,knoxville,tennessee,0.2116279069767442,0.21425232162353564,state
US,Arizona,Tucson,tucson,arizona,0.26536312849162014,0.2647027849995045,state
US,Maryland,Bethesda,bethesda,maryland,0.24085365853658536,0.27918691401541007,state
US,Oklahoma,Edmond,edmond,oklahoma,0.39308176100628933,0.3008284067532756,state
US,Alabama,Birmingham,birmingham,alabama,0.34977578475336324,0.35522902050079225,state
US,Maryland,Baltimore,baltimore,maryland,0.2682926829268293,0.26721542499906614,state
US,Arizona,Scottsdale,scottsdale,arizona,0.22905027932960895,0.2404202832684129,state
US,Kentucky,Lexington,lexington,kentucky,0.35269709543568467,0.33736153115962825,state
US,Massachusetts,Cambridge,cambridge,massachusetts,0.09714889123548047,0.13794461087084928,state
US,South Carolina,Greenville,greenville,south carolina,0.2542372881355932,0.25725132638702575,state
CA,British Columbia,Vancouver,vancouver,british columbia,0.36666666666666664,0.36469204103432296,state
US,Louisiana,New Orleans,new orleans,louisiana,0.27238805970149255,0.2262762747942925,state
US,Tennessee,Memphis,memphis,tennessee,0.16511627906976745,0.16623138124657674,state
US,Georgia,Savannah,savannah,georgia,0.10989010989010989,0.12540509883171747,state
US,South Carolina,Charleston,charleston,south carolina,0.23728813559322035,0.2328835845575151,state
US,North Carolina,Wilmington,wilmington,north carolina,0.10452961672473868,0.12560340127004233,state
US,New Mexico,Albuquerque,albuquerque,new mexico,0.5982905982905983,0.5579285963919512,state
US,Illinois,Naperville,naperville,illinois,0.0630841121495327,0.08111580403784842,state
US,Tennessee,Franklin,franklin,tennessee,0.13488372093023257,0.1563213143018428,state
US,New Jersey,Hoboken,hoboken,new jersey,0.2215909090909091,0.20951398693530182,state
US,Michigan,Grand Rapids,grand rapids,michigan,0.233502538071066,0.3111334606672741,state
US,Missouri,Kansas City,kansas city,missouri,0.2413793103448276,0.24804222198359008,state
US,Colorado,Colorado Springs,colorado springs,colorado,0.221875,0.22518630780721025,state
US,Alabama,Huntsville,huntsville,alabama,0.26905829596412556,0.2749025013643765,state
US,Louisiana,Shreveport,shreveport,louisiana,0.1455223880597015,0.20134955963296716,state
US,Virginia,Fairfax,fairfax,virginia,0.10461538461538461,0.10598985871212725,state
US,Delaware,Wilmington,wilmington,delaware,0.4370860927152318,0.44504164758899595,state
US,New York,Astoria,astoria,new york,0.02183261660602051,0.021105689278137132,state
US,Michigan,Ann Arbor,ann arbor,michigan,0.350253807106599,0.28339930896299576,state
US,Indiana,Carmel,carmel,indiana,0.20599250936329588,0.22685996326617605,state
US,Washington,Vancouver,vancouver,washington,0.10465116279069768,0.11168289138936958,state
US,Washington,Bellevue,bellevue,washington,0.10963455149501661,0.11165054974943023,state
US,Georgia,Alpharetta,alpharetta,georgia,0.10805860805860806,0.10253681635525749,state
US,Minnesota,Saint Paul,saint paul,minnesota,0.2074074074074074,0.24047696078214123,state
US,Wisconsin,Milwaukee,milwaukee,wisconsin,0.4,0.38340945702374934,state
US,South Carolina,Myrtle Beach,myrtle beach,south carolina,0.15254237288135594,0.17990783731842597,state
US,Arkansas,Little Rock,little rock,arkansas,0.2777777777777778,0.35723143079089387,state
US,Louisiana,Lafayette,lafayette,louisiana,0.1791044776119403,0.16866567308546443,state
US,North Carolina,Chapel Hill,chapel hill,north carolina,0.10278745644599303,0.0936599067236543,state
US,Nebraska,Omaha,omaha,nebraska,0.5471698113207547,0.506938142307032,state
US,South Carolina,Columbia,columbia,south carolina,0.1694915254237288,0.16845149447817825,state
US,Oklahoma,Oklahoma City,oklahoma city,oklahoma,0.16037735849056603,0.17936284957097054,state
US,Kansas,Wichita,wichita,kansas,0.3375796178343949,0.3216835215141922,state
US,Washington,Tacoma,tacoma,washington,0.09634551495016612,0.09292512988285702,state
US,North Carolina,Durham,durham,north carolina,0.10452961672473868,0.08921119840804373,state
