Date,Region,City,State,Lat,Lon,Umbrella_Revenue,Umbrella_Units,Non_Umbrella_Revenue,Non_Umbrella_Units,Observed_Precip_In,Is_Rainy,Verified_Match
2026-09-08,US,Boca Raton,Florida,26.3587,-80.0831,80.14,1,0.0,0.0,0.2283464566929133,True,True
2026-09-08,US,Boise,Idaho,43.6135,-116.2034,22.2,0,0.0,0.0,0.0,False,False
2026-09-08,US,Boston,Massachusetts,42.3584,-71.0598,132.69,2,0.0,0.0,0.0,False,False
2026-09-08,US,Bowling Green,Kentucky,36.9903,-86.4436,9.11,0,0.0,0.0,0.0472440944881889,False,False
2026-09-08,US,Bozeman,Montana,45.6796,-111.0386,6.57,0,0.0,0.0,0.0157480314960629,False,False
2026-09-08,US,Broken Arrow,Oklahoma,36.0526,-95.7908,11.8,0,0.0,0.0,0.0,False,False
2026-09-08,US,Bronx,New York,40.8499,-73.8664,60.519999999999996,1,0.0,0.0,0.0,False,False
2026-09-08,US,Brooklyn,New York,40.6501,-73.9496,522.88,42,0.0,0.0,0.0,False,False
2026-09-08,US,Burlington,Vermont,44.4759,-73.2121,4.83,0,0.0,0.0,0.0511811023622047,False,False
2026-09-08,US,Cambridge,Massachusetts,42.3751,-71.1056,47.65,1,0.0,0.0,0.0,False,False
2026-09-08,US,Carmel,Indiana,39.9784,-86.118,36.24,1,0.0,0.0,0.0,False,False
2026-09-08,US,Carson City,Nevada,39.1638,-119.7674,2.92,0,0.0,0.0,0.0,False,False
2026-09-08,US,Casper,Wyoming,42.8666,-106.3131,1.42,0,0.0,0.0,0.0,False,False
2026-09-08,US,Cedar Rapids,Iowa,42.0083,-91.6441,13.28,0,0.0,0.0,0.2519685039370078,True,True
2026-09-08,US,Chapel Hill,North Carolina,35.9132,-79.0558,31.32,1,0.0,0.0,0.0,False,False
2026-09-08,US,Charleston,South Carolina,32.7763,-79.9328,42.92,1,0.0,0.0,0.0433070866141732,False,False
2026-09-08,US,Charleston,West Virginia,38.3498,-81.6326,5.6000000000000005,0,0.0,0.0,0.0236220472440944,False,False
2026-09-08,US,Charlotte,North Carolina,35.2271,-80.8431,141.1,2,0.0,0.0,0.0,False,False
2026-09-08,US,Chattanooga,Tennessee,35.0456,-85.3097,24.55,0,0.0,0.0,0.0118110236220472,False,False
2026-09-08,US,Chesterfield,Missouri,38.6631,-90.5771,20.55,0,0.0,0.0,0.0,False,False
2026-09-08,US,Cheyenne,Wyoming,41.14,-104.8202,6.67,0,0.0,0.0,0.0314960629921259,False,False
2026-09-08,US,Chicago,Illinois,41.85,-87.65,392.83,26,0.0,0.0,0.0,False,False
2026-09-08,US,Cincinnati,Ohio,39.1271,-84.5144,99.24,1,0.0,0.0,0.0314960629921259,False,False
2026-09-08,US,Cleveland,Ohio,41.4995,-81.6954,20.01,0,0.0,0.0,0.0,False,False
2026-09-08,US,Cody,Wyoming,44.5263,-109.0565,1.87,0,0.0,0.0,0.0,False,False
2026-09-08,US,Coeur D'Alene,Idaho,47.6777,-116.7805,1.42,0,0.0,0.0,0.2559055118110236,True,True
2026-09-08,US,Colorado Springs,Colorado,38.8339,-104.8214,38.85,1,0.0,0.0,0.0826771653543307,False,False
2026-09-08,US,Columbia,South Carolina,34.0007,-81.0348,30.82,0,0.0,0.0,0.0,False,False
2026-09-08,US,Columbus,Ohio,39.9612,-82.9988,82.82000000000001,1,0.0,0.0,0.0433070866141732,False,False
2026-09-08,US,Cordova,Alaska,60.5432,-145.7587,4.0,0,0.0,0.0,2.0354330708661417,True,True
2026-09-08,US,Cranston,Rhode Island,41.7798,-71.4373,5.55,0,0.0,0.0,0.0,False,False
2026-09-08,US,Dallas,Texas,32.7831,-96.8067,200.77,5,0.0,0.0,0.0236220472440944,False,False
2026-09-08,US,Dayton,Ohio,39.759,-84.1916,31.51,0,0.0,0.0,0.0039370078740157,False,False
2026-09-08,US,Decatur,Georgia,33.7748,-84.2963,26.66,0,0.0,0.0,0.0314960629921259,False,False
2026-09-08,US,Denver,Colorado,39.7392,-104.9847,75.08,1,0.0,0.0,0.0433070866141732,False,False
2026-09-08,US,Des Moines,Iowa,41.6005,-93.6091,9.02,0,0.0,0.0,0.0629921259842519,False,False
2026-09-08,US,Dickinson,North Dakota,46.8792,-102.7896,3.46,0,0.0,0.0,0.0,False,False
2026-09-08,US,Downers Grove,Illinois,41.8089,-88.0112,19.34,0,0.0,0.0,0.0,False,False
2026-09-08,US,Doylestown,Pennsylvania,40.3101,-75.1299,21.64,0,0.0,0.0,0.0,False,False
2026-09-08,US,Dublin,Ohio,40.0992,-83.1141,21.78,0,0.0,0.0,0.0354330708661417,False,False
2026-09-08,US,Durham,North Carolina,35.994,-78.8986,29.82,1,0.0,0.0,0.0,False,False
2026-09-08,US,Eagle,Idaho,43.6954,-116.354,6.01,0,0.0,0.0,0.0,False,False
2026-09-08,US,Eagle Mountain,Utah,40.3144,-111.9849,1.79,0,0.0,0.0,0.0,False,False
2026-09-08,US,East Greenwich,Rhode Island,41.6604,-71.4559,4.9,0,0.0,0.0,0.0,False,False
2026-09-08,US,Eden Prairie,Minnesota,44.8547,-93.4708,10.89,0,0.0,0.0,0.4330708661417323,True,True
2026-09-08,US,Edmond,Oklahoma,35.6528,-97.4781,50.79,1,0.0,0.0,0.0,False,False
2026-09-08,US,Eliot,Maine,43.1531,-70.8001,3.12,0,0.0,0.0,0.0157480314960629,False,False
2026-09-08,US,Elkhorn,Nebraska,41.345,-96.256,7.8100000000000005,0,0.0,0.0,0.3346456692913386,True,True
2026-09-08,US,Essex Junction,Vermont,44.4906,-73.111,3.24,0,0.0,0.0,0.0629921259842519,False,False
2026-09-08,US,Eugene,Oregon,44.0521,-123.0868,17.11,0,0.0,0.0,0.0,False,False
2026-09-08,US,Evanston,Illinois,42.0411,-87.6901,23.62,0,0.0,0.0,0.0,False,False
2026-09-08,US,Ewa Beach,Hawaii,21.3156,-158.0072,22.04,0,0.0,0.0,1.0551181102362206,True,True
2026-09-08,US,Exeter,New Hampshire,42.9815,-70.9478,4.95,0,0.0,0.0,0.0236220472440944,False,False
2026-09-08,US,Fairbanks,Alaska,64.8378,-147.7164,2.98,0,0.0,0.0,0.1732283464566929,False,False
2026-09-08,US,Fairfax,Virginia,38.8462,-77.3064,39.19,1,0.0,0.0,0.0,False,False
2026-09-08,US,Fairfield,Connecticut,41.1412,-73.2637,20.830000000000002,0,0.0,0.0,0.0,False,False
2026-09-08,US,Fairhope,Alabama,30.523,-87.9033,13.11,0,0.0,0.0,0.0944881889763779,False,False
2026-09-08,US,Falmouth,Maine,43.7295,-70.242,5.55,0,0.0,0.0,0.0157480314960629,False,False
2026-09-08,US,Fargo,North Dakota,46.8772,-96.7898,8.790000000000001,0,0.0,0.0,0.0314960629921259,False,False
2026-09-08,US,Fayetteville,Arkansas,36.0626,-94.1574,12.55,0,0.0,0.0,0.0,False,False
2026-09-08,US,Fort Collins,Colorado,40.5853,-105.0844,18.65,0,0.0,0.0,0.0590551181102362,False,False
2026-09-08,US,Fort Wayne,Indiana,41.1306,-85.1289,27.28,0,0.0,0.0,0.0,False,False
2026-09-08,US,Fort Worth,Texas,32.7254,-97.3208,83.54,1,0.0,0.0,0.0236220472440944,False,False
2026-09-08,US,Franklin,Tennessee,35.9251,-86.8689,40.19,1,0.0,0.0,0.0629921259842519,False,False
2026-09-08,US,Gilbert,Arizona,33.3528,-111.789,17.92,0,0.0,0.0,0.0,False,False
2026-09-08,US,Grand Forks,North Dakota,47.9253,-97.0328,1.18,0,0.0,0.0,0.3031496062992126,True,True
2026-09-08,US,Grand Rapids,Michigan,42.9634,-85.6681,40.3,0,0.0,0.0,0.0,False,False
2026-09-08,US,Great Falls,Montana,47.5002,-111.3008,3.99,0,0.0,0.0,0.0826771653543307,False,False
2026-09-08,US,Greenville,South Carolina,34.8526,-82.394,47.92,1,0.0,0.0,0.0,False,False
2026-09-08,US,Greenwich,Connecticut,41.0265,-73.6285,56.28,0,0.0,0.0,0.0,False,False
2026-09-08,US,Gulfport,Mississippi,30.3674,-89.0928,8.700000000000001,0,0.0,0.0,0.1771653543307086,False,False
2026-09-08,US,Hampton,New Hampshire,42.9376,-70.8389,7.8100000000000005,0,0.0,0.0,0.0354330708661417,False,False
2026-09-08,US,Hattiesburg,Mississippi,31.3271,-89.2903,4.75,0,0.0,0.0,0.1692913385826771,False,False
2026-09-08,US,Henderson,Nevada,36.0397,-114.9819,29.6,1,0.0,0.0,0.0,False,False
2026-09-08,US,Hoboken,New Jersey,40.744,-74.0324,40.46,1,0.0,0.0,0.0,False,False
2026-09-08,US,Honolulu,Hawaii,21.3069,-157.8583,111.55,1,0.0,0.0,1.141732283464567,True,True
2026-09-08,US,Houston,Texas,29.7633,-95.3633,370.19,13,0.0,0.0,0.0944881889763779,False,False
2026-09-08,US,Huntington,West Virginia,38.4192,-82.4452,6.63,0,0.0,0.0,0.0118110236220472,False,False
2026-09-08,US,Huntsville,Alabama,34.7304,-86.5859,39.72,1,0.0,0.0,0.0590551181102362,False,False
2026-09-08,US,Hurricane,West Virginia,38.4326,-82.0201,3.43,0,0.0,0.0,0.0314960629921259,False,False
2026-09-08,US,Hyde Park,Vermont,44.5939,-72.6165,2.77,0,0.0,0.0,0.1377952755905512,False,False
2026-09-08,US,Indianapolis,Indiana,39.7684,-86.158,64.37,1,0.0,0.0,0.0,False,False
2026-09-08,US,Iowa City,Iowa,41.6611,-91.5302,9.73,0,0.0,0.0,0.0078740157480314,False,False
2026-09-08,US,Jackson,Mississippi,32.2988,-90.1848,5.33,0,0.0,0.0,0.1141732283464566,False,False
2026-09-08,US,Jersey City,New Jersey,40.7282,-74.0776,78.3,1,0.0,0.0,0.0,False,False
2026-09-08,US,Jonesboro,Arkansas,35.8423,-90.7043,12.52,0,0.0,0.0,0.0,False,False
2026-09-08,US,Kailua,Hawaii,21.4024,-157.7405,15.43,0,0.0,0.0,1.0787401574803148,True,True
2026-09-08,US,Kalispell,Montana,48.1958,-114.3129,4.8,0,0.0,0.0,0.5708661417322834,True,True
2026-09-08,US,Kaneohe,Hawaii,21.3999,-157.799,14.19,0,0.0,0.0,1.0787401574803148,True,True
2026-09-08,US,Kansas City,Missouri,39.0997,-94.5786,39.36,1,0.0,0.0,0.0,False,False
2026-09-08,US,Knoxville,Tennessee,35.9606,-83.9207,55.15,1,0.0,0.0,0.0157480314960629,False,False
2026-09-08,US,Kuna,Idaho,43.4918,-116.4201,10.06,0,0.0,0.0,0.0,False,False
2026-09-08,US,Lafayette,Louisiana,30.2241,-92.0198,32.57,0,0.0,0.0,0.1023622047244094,False,False
2026-09-08,US,Lake Oswego,Oregon,45.4207,-122.6706,24.16,0,0.0,0.0,0.0,False,False
2026-09-08,US,Lancaster,Pennsylvania,40.0379,-76.3055,24.16,0,0.0,0.0,0.0,False,False
2026-09-08,US,Las Cruces,New Mexico,32.3123,-106.7783,9.6,0,0.0,0.0,0.0,False,False
2026-09-08,US,Las Vegas,Nevada,36.175,-115.1372,80.42999999999999,1,0.0,0.0,0.0,False,False
2026-09-08,US,Lawrence,Kansas,38.9717,-95.2352,9.38,0,0.0,0.0,0.0,False,False
2026-09-08,US,Leawood,Kansas,38.9667,-94.6169,8.52,0,0.0,0.0,0.0,False,False
2026-09-08,US,Lennox,South Dakota,43.3541,-96.892,2.5100000000000002,0,0.0,0.0,0.3779527559055118,True,True
2026-09-08,US,Lewes,Delaware,38.7746,-75.1393,12.26,0,0.0,0.0,0.0,False,False
2026-09-08,US,Lexington,Kentucky,37.9887,-84.4777,48.28,1,0.0,0.0,0.0157480314960629,False,False
2026-09-08,US,Lincoln,Nebraska,40.8,-96.667,14.14,0,0.0,0.0,0.5196850393700787,True,True
2026-09-08,US,Little Rock,Arkansas,34.7465,-92.2896,34.160000000000004,0,0.0,0.0,0.0039370078740157,False,False
2026-09-08,US,Littleton,Colorado,39.6133,-105.0166,21.8,0,0.0,0.0,0.0433070866141732,False,False
2026-09-08,US,Los Alamos,New Mexico,35.8881,-106.307,4.35,0,0.0,0.0,0.0551181102362204,False,False
2026-09-08,US,Los Angeles,California,34.0522,-118.2437,323.59,19,0.0,0.0,0.1496062992125984,False,False
2026-09-08,US,Louisville,Kentucky,38.2542,-85.7594,70.09,1,0.0,0.0,0.0354330708661417,False,False
2026-09-08,US,Macomb,Michigan,42.7009,-82.9591,12.48,0,0.0,0.0,0.0,False,False
2026-09-08,US,Madison,Alabama,34.6993,-86.7483,15.57,0,0.0,0.0,0.0590551181102362,False,False
2026-09-08,US,Madison,Mississippi,32.4618,-90.1154,9.97,0,0.0,0.0,0.0866141732283464,False,False
2026-09-08,US,Madison,South Dakota,44.0061,-97.114,1.65,0,0.0,0.0,0.0118110236220472,False,False
2026-09-08,US,Madison,Wisconsin,43.073,-89.4012,27.59,1,0.0,0.0,0.0708661417322834,False,False
2026-09-08,US,Manchester,New Hampshire,42.9956,-71.4548,11.27,0,0.0,0.0,0.0039370078740157,False,False
2026-09-08,US,Marietta,Georgia,33.9526,-84.5499,75.13,1,0.0,0.0,0.0039370078740157,False,False
2026-09-08,US,Memphis,Tennessee,35.1495,-90.049,42.74,1,0.0,0.0,0.0039370078740157,False,False
2026-09-08,US,Meridian,Idaho,43.6121,-116.3915,13.12,0,0.0,0.0,0.0,False,False
2026-09-08,US,Mesa,Arizona,33.4223,-111.8226,18.51,0,0.0,0.0,0.0,False,False
2026-09-08,US,Metairie,Louisiana,29.9841,-90.1528,19.96,0,0.0,0.0,0.1889763779527559,False,False
2026-09-08,US,Miami,Florida,25.7743,-80.1937,361.67,11,0.0,0.0,0.0629921259842519,False,False
2026-09-08,US,Middlesboro,Kentucky,36.6084,-83.7166,3.02,0,0.0,0.0,0.0236220472440944,False,False
2026-09-08,US,Middletown,Delaware,39.4496,-75.7163,6.32,0,0.0,0.0,0.0,False,False
2026-09-08,US,Mililani,Hawaii,21.4504,-158.015,12.01,0,0.0,0.0,0.9566929133858268,True,True
2026-09-08,US,Milwaukee,Wisconsin,43.0389,-87.9065,34.75,1,0.0,0.0,0.0,False,False
2026-09-08,US,Minneapolis,Minnesota,44.98,-93.2638,69.75,1,0.0,0.0,0.358267716535433,True,True
2026-09-08,US,Minnetonka,Minnesota,44.9133,-93.5033,8.97,0,0.0,0.0,0.4330708661417323,True,True
2026-09-08,US,Missoula,Montana,46.8722,-113.994,3.68,0,0.0,0.0,0.0039370078740157,False,False
2026-09-08,US,Mobile,Alabama,30.6944,-88.043,21.66,0,0.0,0.0,0.0905511811023622,False,False
2026-09-08,US,Morgantown,West Virginia,39.6295,-79.9559,13.65,0,0.0,0.0,0.0,False,False
2026-09-08,US,Morristown,New Jersey,40.7968,-74.4815,27.1,0,0.0,0.0,0.0,False,False
2026-09-08,US,Mount Pleasant,South Carolina,32.7941,-79.8626,28.17,1,0.0,0.0,0.0629921259842519,False,False
2026-09-08,US,Myrtle Beach,South Carolina,33.6891,-78.8867,32.89,0,0.0,0.0,0.0078740157480314,False,False
2026-09-08,US,Naperville,Illinois,41.7859,-88.1473,40.49,1,0.0,0.0,0.0,False,False
2026-09-08,US,Naples,Florida,26.1423,-81.796,101.87,1,0.0,0.0,0.1692913385826771,False,False
2026-09-08,US,Nashua,New Hampshire,42.7654,-71.4676,11.450000000000001,0,0.0,0.0,0.0,False,False
2026-09-08,US,Nashville,Tennessee,36.1659,-86.7844,94.79,1,0.0,0.0,0.0669291338582677,False,False
2026-09-08,US,New Canaan,Connecticut,41.1468,-73.4948,22.28,0,0.0,0.0,0.0,False,False
2026-09-08,US,New Castle,Delaware,39.6595,-75.5636,13.18,0,0.0,0.0,0.0,False,False
2026-09-08,US,New Orleans,Louisiana,29.9546,-90.0751,43.08,1,0.0,0.0,0.1889763779527559,False,False
2026-09-08,US,New York,New York,40.7143,-74.006,1045.11,85,0.0,0.0,0.0,False,False
2026-09-08,US,Newark,Delaware,39.6837,-75.7497,14.34,0,0.0,0.0,0.0,False,False
2026-09-08,US,Norman,Oklahoma,35.2226,-97.4395,15.29,0,0.0,0.0,0.0,False,False
2026-09-08,US,North Las Vegas,Nevada,36.1989,-115.1175,2.82,0,0.0,0.0,0.0,False,False
2026-09-08,US,Norwalk,Connecticut,41.1176,-73.4079,18.21,1,0.0,0.0,0.0,False,False
2026-09-08,US,Oakland,California,37.8044,-122.2708,89.4,1,0.0,0.0,0.0,False,False
2026-09-08,US,Oklahoma City,Oklahoma,35.4676,-97.5164,30.64,0,0.0,0.0,0.0,False,False
2026-09-08,US,Olathe,Kansas,38.8814,-94.8191,15.43,0,0.0,0.0,0.0118110236220472,False,False
2026-09-08,US,Omaha,Nebraska,41.2563,-95.9404,31.06,1,0.0,0.0,0.5708661417322834,True,True
2026-09-08,US,Orlando,Florida,28.5383,-81.3792,130.32999999999998,2,0.0,0.0,1.748031496062992,True,True
2026-09-08,US,Overland Park,Kansas,38.9822,-94.6708,29.0,0,0.0,0.0,0.0,False,False
2026-09-08,US,Paducah,Kentucky,37.0834,-88.6,11.11,0,0.0,0.0,0.0,False,False
2026-09-08,US,Papillion,Nebraska,41.1544,-96.0422,4.95,0,0.0,0.0,0.468503937007874,True,True
2026-09-08,US,Park City,Utah,40.6461,-111.498,9.67,0,0.0,0.0,0.0,False,False
2026-09-08,US,Philadelphia,Pennsylvania,39.9524,-75.1636,145.88,2,0.0,0.0,0.0,False,False
2026-09-08,US,Phoenix,Arizona,33.4484,-112.074,61.37,1,0.0,0.0,0.0,False,False
2026-09-08,US,Pittsburgh,Pennsylvania,40.4406,-79.9959,90.8,1,0.0,0.0,0.0,False,False
2026-09-08,US,Plymouth,Michigan,42.3714,-83.4702,14.51,0,0.0,0.0,0.0,False,False
2026-09-08,US,Plymouth,Minnesota,45.0105,-93.4555,16.25,0,0.0,0.0,0.3503937007874015,True,True
2026-09-08,US,Portland,Maine,43.6574,-70.2589,12.15,0,0.0,0.0,0.0118110236220472,False,False
2026-09-08,US,Portland,Oregon,45.5234,-122.6762,136.52,2,0.0,0.0,0.0,False,False
2026-09-08,US,Portsmouth,New Hampshire,43.077,-70.7577,6.95,0,0.0,0.0,0.0157480314960629,False,False
2026-09-08,US,Princeton,New Jersey,40.3487,-74.659,20.23,0,0.0,0.0,0.0,False,False
2026-09-08,US,Providence,Rhode Island,41.824,-71.4128,19.75,0,0.0,0.0,0.0,False,False
2026-09-08,US,Raleigh,North Carolina,35.7721,-78.6386,89.88,1,0.0,0.0,0.0,False,False
2026-09-08,US,Rapid City,South Dakota,44.0805,-103.231,4.25,0,0.0,0.0,0.0,False,False
2026-09-08,US,Reading,Massachusetts,42.5256,-71.0953,127.0,12,0.0,0.0,0.0,False,False
2026-09-08,US,Reno,Nevada,39.5296,-119.8138,26.42,0,0.0,0.0,0.0,False,False
2026-09-08,US,Richmond,Virginia,37.5538,-77.4603,62.86,1,0.0,0.0,0.0,False,False
2026-09-08,US,Rock Springs,Wyoming,41.5875,-109.2029,4.4,0,0.0,0.0,0.0,False,False
2026-09-08,US,Rockville,Maryland,39.084,-77.1528,27.5,1,0.0,0.0,0.0,False,False
2026-09-08,US,Rogers,Arkansas,36.332,-94.1185,13.73,0,0.0,0.0,0.0078740157480314,False,False
2026-09-08,US,Saint Charles,Missouri,38.7839,-90.4812,14.959999999999999,0,0.0,0.0,0.0,False,False
2026-09-08,US,Saint Louis,Missouri,38.6517,-90.2053,67.24,1,0.0,0.0,0.0,False,False
2026-09-08,US,Saint Paul,Minnesota,44.9444,-93.0933,35.18,1,0.0,0.0,0.3346456692913386,True,True
2026-09-08,US,Salem,Oregon,44.9429,-123.0351,14.05,0,0.0,0.0,0.0,False,False
2026-09-08,US,Salt Lake City,Utah,40.7608,-111.891,22.54,0,0.0,0.0,0.0,False,False
2026-09-08,US,San Antonio,Texas,29.4241,-98.4936,102.4,1,0.0,0.0,0.0,False,False
2026-09-08,US,San Diego,California,32.7157,-117.1647,165.16,6,0.0,0.0,0.0669291338582677,False,False
2026-09-08,US,San Francisco,California,37.7749,-122.4194,333.36,18,0.0,0.0,0.0,False,False
2026-09-08,US,San Jose,California,37.3394,-121.895,130.9,2,0.0,0.0,0.0,False,False
2026-09-08,US,Sandy,Utah,40.5916,-111.8841,7.82,0,0.0,0.0,0.0,False,False
2026-09-08,US,Santa Fe,New Mexico,35.687,-105.9378,13.51,0,0.0,0.0,0.0511811023622047,False,False
2026-09-08,US,Savannah,Georgia,32.0835,-81.0998,42.69,1,0.0,0.0,0.1889763779527559,False,False
2026-09-08,US,Scarborough,Maine,43.5781,-70.3217,8.02,0,0.0,0.0,0.0078740157480314,False,False
2026-09-08,US,Scottsdale,Arizona,33.5092,-111.899,50.05,1,0.0,0.0,0.0,False,False
2026-09-08,US,Seattle,Washington,47.6062,-122.3321,205.72,8,0.0,0.0,0.0,False,False
2026-09-08,US,Sheridan,Wyoming,44.7972,-106.9562,5.47,0,0.0,0.0,0.0,False,False
2026-09-08,US,Shreveport,Louisiana,32.5251,-93.7502,38.8,0,0.0,0.0,0.0275590551181102,False,False
2026-09-08,US,Silver Spring,Maryland,38.9907,-77.0261,29.44,1,0.0,0.0,0.0,False,False
2026-09-08,US,Sioux Falls,South Dakota,43.55,-96.7003,8.08,0,0.0,0.0,0.374015748031496,True,True
2026-09-08,US,Sitka,Alaska,57.0532,-135.3309,2.12,0,0.0,0.0,0.515748031496063,True,True
2026-09-08,US,Somerville,Massachusetts,42.3876,-71.0995,24.32,0,0.0,0.0,0.0,False,False
2026-09-08,US,South Burlington,Vermont,44.467,-73.171,6.23,0,0.0,0.0,0.0511811023622047,False,False
2026-09-08,US,South Jordan,Utah,40.5622,-111.9297,12.16,0,0.0,0.0,0.0,False,False
2026-09-08,US,Southaven,Mississippi,34.989,-90.0126,5.64,0,0.0,0.0,0.0078740157480314,False,False
2026-09-08,US,Spokane,Washington,47.6569,-117.425,12.950000000000001,0,0.0,0.0,0.374015748031496,True,True
2026-09-08,US,Springfield,Missouri,37.2153,-93.2982,15.11,0,0.0,0.0,0.0236220472440944,False,False
2026-09-08,US,Stamford,Connecticut,41.0534,-73.5387,21.69,0,0.0,0.0,0.0,False,False
2026-09-08,US,Staten Island,New York,40.5623,-74.1399,66.39,1,0.0,0.0,0.0,False,False
2026-09-08,US,Stowe,Vermont,44.4653,-72.6846,4.39,0,0.0,0.0,0.1023622047244094,False,False
2026-09-08,US,Tacoma,Washington,47.2529,-122.4443,29.87,1,0.0,0.0,0.0,False,False
2026-09-08,US,Tampa,Florida,27.9475,-82.4584,92.95,1,0.0,0.0,0.4173228346456692,True,True
2026-09-08,US,Tijeras,New Mexico,35.0809,-106.3881,3.9,0,0.0,0.0,0.0236220472440944,False,False
2026-09-08,US,Tucson,Arizona,32.2217,-110.9265,53.73,1,0.0,0.0,0.0,False,False
2026-09-08,US,Tulsa,Oklahoma,36.154,-95.9928,60.11,1,0.0,0.0,0.0,False,False
2026-09-08,US,Vancouver,Washington,45.6387,-122.6615,36.38,1,0.0,0.0,0.0,False,False
2026-09-08,US,Virginia Beach,Virginia,36.8529,-75.978,63.93,1,0.0,0.0,0.0,False,False
2026-09-08,US,Warwick,Rhode Island,41.7001,-71.4162,6.24,0,0.0,0.0,0.0,False,False
2026-09-08,US,Washington,District of Columbia,38.8951,-77.0364,235.31,8,0.0,0.0,0.0,False,False
2026-09-08,US,Wasilla,Alaska,61.5809,-149.4415,1.3900000000000001,0,0.0,0.0,0.3307086614173228,True,True
2026-09-08,US,Waukesha,Wisconsin,43.0117,-88.2315,8.790000000000001,0,0.0,0.0,0.0,False,False
2026-09-08,US,West Chester,Pennsylvania,39.961,-75.608,23.43,0,0.0,0.0,0.0,False,False
2026-09-08,US,West Des Moines,Iowa,41.5772,-93.7113,7.41,0,0.0,0.0,0.1889763779527559,False,False
2026-09-08,US,West Fargo,North Dakota,46.875,-96.9004,5.24,0,0.0,0.0,0.0314960629921259,False,False
2026-09-08,US,West Lafayette,Indiana,40.4259,-86.9081,12.24,0,0.0,0.0,0.0,False,False
2026-09-08,US,Westfield,New Jersey,40.659,-74.3474,24.79,0,0.0,0.0,0.0,False,False
2026-09-08,US,Wheeling,West Virginia,40.064,-80.7209,7.64,0,0.0,0.0,0.0,False,False
2026-09-08,US,Whitefish Bay,Wisconsin,43.1133,-87.9001,8.93,0,0.0,0.0,0.0,False,False
2026-09-08,US,Wichita,Kansas,37.6922,-97.3375,31.09,1,0.0,0.0,0.0,False,False
2026-09-08,US,Wilmette,Illinois,42.0722,-87.7228,21.92,0,0.0,0.0,0.0,False,False
2026-09-08,US,Wilmington,Delaware,39.746,-75.5466,37.08,1,0.0,0.0,0.0,False,False
2026-09-08,US,Wilmington,North Carolina,34.2356,-77.946,41.95,1,0.0,0.0,0.0078740157480314,False,False
2026-09-09,UK,Aberdare,Wales,51.7144,-3.4492,2.62,0,0.0,0.0,0.0,False,False
2026-09-09,UK,Aberdeen,Scotland,57.1437,-2.0981,2.75,0,0.0,0.0,0.0078740157480314,False,False
2026-09-09,UK,Aboyne,Scotland,57.0755,-2.7802,1.05,0,0.0,0.0,0.0,False,False
2026-09-09,UK,Balerno,Scotland,55.8844,-3.3398,1.3,0,0.0,0.0,0.0196850393700787,False,False
2026-09-09,UK,Banchory,Scotland,57.0517,-2.4882,1.69,0,0.0,0.0,0.0118110236220472,False,False
2026-09-09,UK,Barrhead,Scotland,55.7992,-4.3928,1.4100000000000001,0,0.0,0.0,0.0,False,False
2026-09-09,UK,Belfast,Northern Ireland,54.5968,-5.9254,1.3599999999999999,0,0.0,0.0,0.0039370078740157,False,False
2026-09-09,UK,Birmingham,England,52.4814,-1.8998,5.68,0,0.0,0.0,0.0,False,False
2026-09-09,UK,Brighton,England,50.8284,-0.1395,4.62,0,0.0,0.0,0.0,False,False
2026-09-09,UK,Bristol,England,51.4552,-2.5966,19.78,0,0.0,0.0,0.0,False,False
2026-09-09,UK,Cardiff,Wales,51.48,-3.18,3.7199999999999998,0,0.0,0.0,0.0,False,False
2026-09-09,UK,Clarbeston Road,Wales,51.8514,-4.8806,1.25,0,0.0,0.0,0.0196850393700787,False,False
2026-09-09,UK,Craigavon,Northern Ireland,54.4471,-6.387,1.24,0,0.0,0.0,0.0118110236220472,False,False
2026-09-09,UK,Cwmbran,Wales,51.6545,-3.0228,1.23,0,0.0,0.0,0.0,False,False
2026-09-09,UK,Dromara,Northern Ireland,54.3667,-6.0167,1.15,0,0.0,0.0,0.0078740157480314,False,False
2026-09-09,UK,Dunfermline,Scotland,56.0716,-3.4589,2.77,0,0.0,0.0,0.0,False,False
2026-09-09,UK,Edinburgh,Scotland,55.9521,-3.1965,5.5,0,0.0,0.0,0.0118110236220472,False,False
2026-09-09,UK,Glasgow,Scotland,55.8652,-4.2576,6.97,0,0.0,0.0,0.0,False,False
2026-09-09,UK,Hove,England,50.8309,-0.1672,5.69,0,0.0,0.0,0.0,False,False
2026-09-09,UK,Llanidloes,Wales,52.4498,-3.54,1.17,0,0.0,0.0,0.0,False,False
2026-09-09,UK,London,England,51.5085,-0.1257,146.74,3,0.0,0.0,0.0,False,False
2026-09-09,UK,Manchester,England,53.481,-2.2374,5.43,0,0.0,0.0,0.0118110236220472,False,False
2026-09-09,UK,Merthyr Tydfil,Wales,51.7479,-3.3778,1.3599999999999999,0,0.0,0.0,0.0,False,False
2026-09-09,UK,Newry,Northern Ireland,54.1784,-6.3374,2.59,0,0.0,0.0,0.0196850393700787,False,False
2026-09-09,UK,Port Talbot,Wales,51.5924,-3.7802,1.43,0,0.0,0.0,0.0039370078740157,False,False
2026-09-09,UK,Sheffield,England,53.383,-1.4659,8.51,0,0.0,0.0,0.0039370078740157,False,False
2026-09-09,UK,Swansea,Wales,51.6214,-3.9436,1.17,0,0.0,0.0,0.0078740157480314,False,False
